id,name
IXERAN,Sereact
QMSUZ8,Q-CTRL
7SO8NR,Quantum Systems
01AO9C,d-Matrix
UM7G5O,Multiverse Computing
FD7418,LeoLabs
90MWPY,Causalens
EFDB76,ConnexAI
66E73C,Revolut
5GQ8AK,Klarna
A1AF89,Whoop
HVRXJL,Lingokids
KD0I27,Headway
ITAN79,Mubi
54E70F,Playtomic
D15988,Discord
VD4KAC,Sanity
4A36E4,Typeform
F61DFF,Mentimeter
2825B7,EcoVadis
SX4TKW,SesameHR
5F55C5,HackerOne
2BE1DC,RavenPack
87D525,DuckDuckGo
BBFC59,Wallapop
